doi,year,title,journal_name,publisher,bso_classification
10.1364/SENSORS.2019.STh4A.2,2019,Multiplexing techniques and applications in fiber-optic spatially resolved sensing networks,"Optical Sensors and Sensing Congress (ES, FTS, HISE, Sensors)",OSA,"Physical sciences, Astronomy"
10.1002/JPER.19-0583,2020,Periodontal disease and detection of human herpesviruses in saliva and gingival crevicular fluid of chronic kidney disease patients,Journal of Periodontology,Wiley,Medical research
10.1093/mnras/stz3619,2020,The <i>Pristine</i> Survey – VIII. The metallicity distribution function of the Milky Way halo down to the extremely metal-poor regime,Monthly Notices of the Royal Astronomical Society,Oxford University Press (OUP),"Earth, Ecology, 
Energy and applied biology"
10.1007/s00373-020-02193-6,2020,Decomposing Degenerate Graphs into Locally Irregular Subgraphs,Graphs and Combinatorics,Springer Science and Business Media LLC,Medical research
10.1109/LAWP.2020.2973538,2020,Experimental Evaluation of User's Finger Effects on a 5G Terminal Antenna Array at 26 GHz,IEEE Antennas and Wireless Propagation Letters,Institute of Electrical and Electronics Engineers (IEEE),"Computer and 
 information sciences"
10.1145/3371099,2020,Reduction monads and their signatures,Proceedings of the ACM on Programming Languages,Association for Computing Machinery (ACM),Medical research
10.1016/j.apmt.2020.100622,2020,"Investigating the properties of humins foams, the porous carbonaceous materials derived from biorefinery by-products",Applied Materials Today,Elsevier BV,"Physical sciences, Astronomy"
10.1038/s41550-020-1179-z,2021,Collisional history of Ryugu’s parent body from bright surface boulders,Nature Astronomy,Springer Science and Business Media LLC,Mathematics
10.1007/s00531-020-01840-w,2020,Geophysical evidences for large-scale mullion-type structures at the mantle–crust interface in southern Madagascar: implications for Neoproterozoic orogeny,International Journal of Earth Sciences,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1007/s11695-020-04695-x,2020,Long-Term Results of the Mediterranean Diet After Sleeve Gastrectomy,Obesity Surgery,Springer Science and Business Media LLC,"Computer and 
 information sciences"
10.1002/ijop.12678,2021,Identification with all humanity—A test of the factorial structure and measurement invariance of the scale in five countries,International Journal of Psychology,Wiley,"Computer and 
 information sciences"
10.1016/j.tca.2020.178597,2020,ICTAC Kinetics Committee recommendations for analysis of multi-step kinetics,Thermochimica Acta,Elsevier BV,"Physical sciences, Astronomy"
10.1007/s00191-020-00672-w,2020,"Diversification, structural change, and economic development",Journal of Evolutionary Economics,Springer Science and Business Media LLC,Medical research
10.1007/978-3-030-43651-3_11,2020,Exponential Decay to Equilibrium of Nonlinear DDFV Schemes for Convection-Diffusion Equations,Springer Proceedings in Mathematics & Statistics,Springer International Publishing,Chemistry
10.3847/1538-3881/ab88cd,2020,Precision Photometric and Astrometric Calibration Using Alternating Satellite Speckles,The Astronomical Journal,American Astronomical Society,Medical research
10.1109/iWAT48004.2020.1570606312,2020,Compact Reconfigurable Antenna for NB-IoT or LTE-M and MIMO LTE2500 Applications,2020 International Workshop on Antenna Technology (iWAT),IEEE,"Computer and 
 information sciences"
10.1002/humu.24037,2020,Single‐fiber studies for assigning pathogenicity of eight mitochondrial DNA variants associated with mitochondrial diseases,Human Mutation,Wiley,Medical research
10.1016/j.tcs.2020.06.021,2020,Dynamical behavior of additive cellular automata over finite abelian groups,Theoretical Computer Science,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1007/s10891-020-02147-y,2020,Diffusion Mass and Heat Transfer in a Plane Axisymmetric Layer of a Magnetic Fluid,Journal of Engineering Physics and Thermophysics,Springer Science and Business Media LLC,Biology (fond.)
10.1117/1.JATIS.6.2.029004,2020,XSAO: an extremely small adaptive optics module for small-aperture telescopes with multiactuator adaptive lens,"Journal of Astronomical Telescopes, Instruments, and Systems",SPIE-Intl Soc Optical Eng,"Physical sciences, Astronomy"
10.1007/978-3-030-48966-3_5,2020,On Proper Labellings of Graphs with Minimum Label Sum,Combinatorial Algorithms,Springer International Publishing,Medical research
10.1038/s41550-020-1109-0,2020,Large tides alert on Saturn,Nature Astronomy,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.3997/2214-4609.201601796,2016,FV-MHMM Methods for Reservoir Modelling,ECMOR XV - 15th European Conference on the Mathematics of Oil Recovery,EAGE Publications BV,Mathematics
10.1073/pnas.2008793117,2020,"Correction for Frantz et al., Ancient pigs reveal a near-complete genomic turnover following their introduction to Europe",Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,Engineering
10.3390/ijms21114067,2020,From Malignant Progression to Therapeutic Targeting: Current Insights of Mesothelin in Pancreatic Ductal Adenocarcinoma,International Journal of Molecular Sciences,MDPI AG,Mathematics
10.1007/s10115-020-01478-9,2020,Mining evolutions of complex spatial objects using a single-attributed Directed Acyclic Graph,Knowledge and Information Systems,Springer Science and Business Media LLC,Medical research
10.1016/j.icarus.2020.113924,2020,Plasma distribution around Comet 67P in the last month of the Rosetta mission,Icarus,Elsevier BV,Medical research
10.1145/3393672.3398648,2020,"Entrain, exploring new territorial user interfaces",Proceedings of the 12th ACM SIGCHI Symposium on Engineering Interactive Computing Systems,ACM,Medical research
10.1007/978-3-030-43651-3_53,2020,A Robust VAG Scheme for a Two-Phase Flow Problem in Heterogeneous Porous Media,Springer Proceedings in Mathematics & Statistics,Springer International Publishing,Biology (fond.)
10.1002/jnr.24651,2020,Ciliary melanin‐concentrating hormone receptor 1 (MCHR1) is widely distributed in the murine CNS in a sex‐independent manner,Journal of Neuroscience Research,Wiley,Medical research
10.1088/1742-6596/1498/1/012048,2020,MUon Survey Tomography based on Micromegas detectors for Unreachable Sites Technology (MUST<sup>2</sup>): overview and outlook.,Journal of Physics: Conference Series,IOP Publishing,Medical research
10.1007/s11214-020-00705-7,2020,Comparison of the Deep Atmospheric Dynamics of Jupiter and Saturn in Light of the Juno and Cassini Gravity Measurements,Space Science Reviews,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.1080/00015385.2020.1726627,2021,"Epidemiological, clinical, and echocardiographic features of twenty ‘Takotsubo-like’ reversible myocardial dysfunction cases with normal coronarography following immersion pulmonary oedema",Acta Cardiologica,Informa UK Limited,Humanities
10.1007/978-3-030-01455-1_66,2019,The Eastern Black Sea and Caucasus Domain Origin and Its Tectonic Evolution: New Insights from Results of a Decade of Field Works and of Geophysical Research,"Advances in Science, Technology & Innovation",Springer International Publishing,"Physical sciences, Astronomy"
10.1109/DCC47342.2020.00085,2020,Efficient Storage of Images onto DNA using Vector Quantization,2020 Data Compression Conference (DCC),IEEE,Biology (fond.)
10.1109/iWAT48004.2020.1570609908,2020,Design of a miniature and reconfigurable antenna system for spatial modulation and ambient backscattering,2020 International Workshop on Antenna Technology (iWAT),IEEE,"Computer and 
 information sciences"
10.1016/j.avsg.2020.04.042,2020,Using Digital Twins for Precision Medicine in Vascular Surgery,Annals of Vascular Surgery,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.mad.2020.111256,2020,Long-lived post-mitotic cell aging: is a telomere clock at play?,Mechanisms of Ageing and Development,Elsevier BV,Medical research
10.1109/iWAT48004.2020.1570606878,2020,Influence of morphology and tissue distribution on SAR estimation: application on a heterogeneous head with realistic connected glasses,2020 International Workshop on Antenna Technology (iWAT),IEEE,"Computer and 
 information sciences"
10.1080/14763141.2020.1767188,2020,Asymmetries during repeated treadmill sprints in elite female Rugby Sevens players,Sports Biomechanics,Informa UK Limited,"Physical sciences, Astronomy"
10.1109/iWAT48004.2020.1570616467,2020,Study of the Isolation between Complementary Antennas,2020 International Workshop on Antenna Technology (iWAT),IEEE,"Computer and 
 information sciences"
10.1080/13662716.2020.1774867,2021,"Mobile money, inclusive finance and enterprise innovativeness: an analysis of East African nations",Industry and Innovation,Informa UK Limited,Medical research
10.1007/978-3-030-43651-3_26,2020,The Gradient Discretisation Method for Two-Phase Discrete Fracture Matrix Models in Deformable Porous Media,Springer Proceedings in Mathematics & Statistics,Springer International Publishing,"Physical sciences, Astronomy"
10.1016/j.cmet.2020.05.002,2020,Defined p16High Senescent Cell Types Are Indispensable for Mouse Healthspan,Cell Metabolism,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1007/978-3-030-50146-4_32,2020,Possibilistic Estimation of Distributions to Leverage Sparse Data in Machine Learning,Communications in Computer and Information Science,Springer International Publishing,Medical research
10.1016/j.jmaa.2020.124309,2020,Laurent expansion of harmonic zeta functions,Journal of Mathematical Analysis and Applications,Elsevier BV,Medical research
10.3389/fimmu.2020.01117,2020,Revising CX3CR1 Expression on Murine Classical and Non-classical Monocytes,Frontiers in Immunology,Frontiers Media SA,"Computer and 
 information sciences"
10.3847/2041-8213/ab9538,2020,On the Metamorphosis of the Bailey Diagram for RR Lyrae Stars,The Astrophysical Journal,American Astronomical Society,"Computer and 
 information sciences"
10.3390/cancers12061500,2020,Inhibition of Patched Drug Efflux Increases Vemurafenib Effectiveness against Resistant BrafV600E Melanoma,Cancers,MDPI AG,Biology (fond.)
10.1109/iWAT48004.2020.1570609891,2020,Multimode Antenna for GPS Applications,2020 International Workshop on Antenna Technology (iWAT),IEEE,"Computer and 
 information sciences"
10.1089/ast.2019.2063,2020,Biosignature Analysis of Mars Soil Analogs from the Atacama Desert: Challenges and Implications for Future Missions to Mars,Astrobiology,Mary Ann Liebert Inc,Medical research
10.1007/s11049-020-09476-w,2021,Exclusivity! Wh-fronting is not optional wh-movement in Colloquial French,Natural Language & Linguistic Theory,Springer Science and Business Media LLC,Medical research
10.3847/1538-3881/ab6ced,2020,Size and Shape Constraints of (486958) Arrokoth from Stellar Occultations,The Astronomical Journal,American Astronomical Society,Engineering
10.1242/jcs.243733,2020,Osh6 requires Ist2 for localization to the ER-PM contacts and efficient phosphatidylserine transport,Journal of Cell Science,The Company of Biologists,Medical research
10.1016/j.epidem.2020.100398,2020,How mechanistic modelling supports decision making for the control of enzootic infectious diseases,Epidemics,Elsevier BV,"Physical sciences, Astronomy"
10.1016/B978-0-12-817905-5.00004-4,2020,Marine dinoflagellates as a source of new bioactive structures,Studies in Natural Products Chemistry,Elsevier,Biology (fond.)
10.1038/s42003-020-1015-0,2020,Zebrafish xenografts as a fast screening platform for bevacizumab cancer therapy,Communications Biology,Springer Science and Business Media LLC,Biology (fond.)
10.1103/PhysRevE.101.052208,2020,Effective low-dimensional dynamics of a mean-field coupled network of slow-fast spiking lasers,Physical Review E,American Physical Society (APS),"Physical sciences, Astronomy"
10.1007/s11517-020-02190-0,2020,A novel framework for noninvasive analysis of short-term atrial activity dynamics during persistent atrial fibrillation,Medical &amp; Biological Engineering &amp; Computing,Springer Science and Business Media LLC,Medical research
10.1103/PhysRevE.101.053105,2020,Elastoinertial chains in a two-dimensional turbulent flow,Physical Review E,American Physical Society (APS),"Physical sciences, Astronomy"
10.3390/cells8121539,2019,Upregulation of the Sarco-Endoplasmic Reticulum Calcium ATPase 1 Truncated Isoform Plays a Pathogenic Role in Alzheimer’s Disease,Cells,MDPI AG,"Physical sciences, Astronomy"
10.1016/j.msec.2020.111192,2020,Strontium incorporation into biomimetic carbonated calcium-deficient hydroxyapatite coated carbon cloth: Biocompatibility with human primary osteoblasts,Materials Science and Engineering: C,Elsevier BV,Chemistry
10.1016/j.psym.2020.01.011,2020,Mayer-Rokitansky-Küster-Hauser Syndrome and Psychiatric Conditions: Toward the Importance of a Genetic Link,Psychosomatics,Elsevier BV,Medical research
