tmp_doi,bso_classification_classe,source
10.1371/journal.pone.0201536,7,mesri
10.1016/j.heliyon.2018.e00519,7,mesri
10.2174/157339551201160330130810,7,mesri
10.1039/d0gc00311e,1,mesri
10.1002/masy.201800246,1,mesri
10.1016/j.semcdb.2019.07.005,7,mesri
10.1111/bjd.18815,7,mesri
10.1209/0295-5075/124/69902,8,mesri
10.1016/j.icarus.2020.113648,3,mesri
10.1007/s10592-019-01210-3,0,mesri
10.1145/3343031.3350964,3,mesri
10.1007/978-981-10-4436-6_4,2,mesri
10.1016/j.cell.2018.09.031,0,mesri
10.1051/0004-6361/201834745,3,mesri
10.1002/macp.201700250,1,mesri
10.1038/s41586-019-0999-4,3,mesri
10.1016/j.jprocont.2020.01.003,0,mesri
10.1242/jcs.243733,0,mesri
10.1145/3270112.3270121,2,mesri
10.1016/j.icarus.2019.06.001,3,mesri
10.1186/s12915-018-0525-4,0,mesri
10.1007/978-3-319-45744-4_25,2,mesri
10.1117/12.2233405,8,mesri
10.1016/j.tcs.2016.03.013,2,mesri
10.1117/12.2234143,8,mesri
10.1371/journal.pone.0209596,7,mesri
10.1016/j.marpol.2020.103909,0,mesri
10.1093/cid/ciaa792,7,mesri
10.1111/jir.12674,7,mesri
10.1163/15685411-00003032,0,mesri
10.1038/s41565-019-0611-y,8,mesri
10.1007/s12079-016-0344-8,5,mesri
10.1002/chem.201902015,0,mesri
10.1051/0004-6361/201834285,8,mesri
10.1111/hiv.12888,7,mesri
10.1111/ijlh.12864,7,mesri
10.1145/3018896.3018960,2,mesri
10.1093/mollus/eyw019,0,mesri
10.1007/978-3-030-26773-5_21,2,mesri
10.18632/oncotarget.15345,7,mesri
10.1016/j.molp.2018.11.008,0,mesri
10.1007/s10506-019-09252-1,0,mesri
10.1051/0004-6361/201629767,3,mesri
10.1007/978-3-030-45715-0_3,2,mesri
10.3390/molecules21020178,0,mesri
10.1002/aqc.3610,0,mesri
10.1016/j.medleg.2018.08.003,7,mesri
10.1021/acs.macromol.0c00691,1,mesri
10.1080/20555563.2016.1204842,5,mesri
10.1063/5.0036568,8,mesri
10.1039/c9sm00724e,8,mesri
10.1007/978-3-319-66330-2_7,6,mesri
10.1007/s00428-016-1991-0,7,mesri
10.1038/s41380-020-01015-8,7,mesri
10.1093/mnras/stz2193,8,mesri
10.1007/978-981-15-5436-0_33,3,mesri
10.1016/j.spa.2019.04.005,6,mesri
10.1186/s12879-021-06075-x,7,mesri
10.1016/j.diii.2020.05.009,7,mesri
10.1093/mnras/stw3093,8,mesri
10.1051/0004-6361/201527567,8,mesri
10.1093/mnras/stz2105,3,mesri
10.1007/978-3-319-54190-7_12,2,mesri
10.1186/s12915-020-00864-7,0,mesri
10.1177/1479164117736984,7,mesri
10.3390/md18120619,0,mesri
10.1016/j.tranon.2020.100937,7,mesri
10.1051/medsci/2021003,7,mesri
10.1093/imamat/hxz017,8,mesri
10.7150/thno.29093,7,mesri
10.1515/pac-2019-0102,1,mesri
10.1051/mmnp/2018069,7,mesri
10.1145/3167132.3167314,2,mesri
10.1016/j.jse.2019.03.022,7,mesri
10.1089/photob.2019.4706,7,mesri
10.1016/j.aim.2020.107170,6,mesri
10.1016/j.aim.2019.106901,6,mesri
10.4000/cybergeo.27451,9,mesri
10.1089/bio.2017.0002,7,mesri
10.1007/s10340-020-01295-7,0,mesri
10.1038/s41598-020-63900-0,0,mesri
10.1038/s41467-021-22145-9,0,mesri
10.1016/j.jretconser.2020.102386,0,mesri
10.3917/eg.472.0097,9,mesri
10.1371/journal.pone.0201573,7,mesri
10.1016/j.jtbi.2019.03.012,0,mesri
10.15184/aqy.2019.167,1,mesri
10.1126/science.aah3756,3,mesri
10.1007/s00384-019-03367-2,7,mesri
10.1038/s41467-019-12119-3,0,mesri
10.1016/j.bbapap.2018.01.004,0,mesri
10.1126/science.aat7500,8,mesri
10.1038/s41586-018-0030-5,3,mesri
10.1017/jfm.2017.627,8,mesri
10.1007/s00262-020-02637-1,7,mesri
10.1007/s12079-019-00513-x,5,mesri
10.1016/j.aml.2017.05.018,6,mesri
10.1163/22129758-12341298,5,mesri
10.3390/cells8010041,7,mesri
10.3917/gs1.156.0143,0,mesri
10.1016/j.jse.2020.11.005,7,mesri
10.1093/nar/gkz095,0,mesri
10.1051/0004-6361/202039588,3,mesri
10.3390/genes8100287,0,mesri
10.1016/j.quascirev.2017.08.013,3,mesri
10.1051/0004-6361/202037679,8,mesri
10.1016/j.jfo.2020.05.016,7,mesri
10.15252/embr.201541499,0,mesri
10.1038/s41598-019-55630-9,0,mesri
10.1051/0004-6361/201528005,8,mesri
10.1038/s41598-018-36119-3,0,mesri
10.3389/fimmu.2018.01721,7,mesri
10.1051/0004-6361/201834228,3,mesri
10.1111/maps.13131,3,mesri
10.1038/s41598-020-75550-3,0,mesri
10.1075/rllt.11.07oli,5,mesri
10.1021/acsinfecdis.9b00038,7,mesri
10.1016/j.marenvres.2019.104792,0,mesri
10.3389/fmicb.2017.00824,0,mesri
10.1186/s13613-019-0574-z,7,mesri
10.18632/oncotarget.13942,7,mesri
10.1051/0004-6361/201834371,3,mesri
10.1021/acs.biomac.9b00919,1,mesri
10.21037/tcr.2016.03.02,7,mesri
10.1093/mnras/staa3121,8,mesri
10.1145/3306309.3306322,9,mesri
10.1007/s11695-017-2586-9,7,mesri
10.1016/j.indag.2020.03.008,8,mesri
10.1016/j.jbspin.2020.09.004,7,mesri
10.3389/fpls.2019.01496,0,mesri
10.3389/fcell.2018.00178,0,mesri
10.1111/saje.12217,9,mesri
10.1111/jpim.12562,5,mesri
10.1016/j.tcb.2018.07.004,7,mesri
10.1016/j.clinph.2016.12.033,7,mesri
10.1016/j.waojou.2021.100519,7,mesri
10.1038/s41598-020-58179-0,0,mesri
10.1016/j.jid.2020.12.028,7,mesri
10.1364/cleopr.2018.th4e.2,8,mesri
10.1016/j.rinp.2016.05.011,8,mesri
10.1016/j.anihpc.2016.05.004,6,mesri
10.1016/j.ijhcs.2017.10.011,2,mesri
10.1016/j.bbmt.2018.03.025,7,mesri
10.1093/icesjms/fsz071,0,mesri
10.1016/j.jfo.2021.01.001,7,mesri
10.1371/journal.pntd.0008139,7,mesri
10.1016/j.bulcan.2020.01.008,7,mesri
10.1038/s42003-021-02258-z,0,mesri
10.1080/13691066.2018.1559010,8,mesri
10.1002/macp.201600196,1,mesri
10.3758/s13415-018-0606-4,9,mesri
10.1111/conl.12586,0,mesri
10.1016/j.jcf.2019.09.010,7,mesri
10.1016/j.icarus.2017.12.035,3,mesri
10.1016/j.dld.2020.10.018,7,mesri
10.1186/s12885-018-4169-0,7,mesri
10.1053/j.gastro.2021.02.054,7,mesri
10.1002/eji.201546143,7,mesri
10.1080/07362994.2020.1727345,6,mesri
10.1093/mnras/stw2952,8,mesri
10.4000/archeosciences.6192,5,mesri
10.1146/annurev-earth-063016-020226,8,mesri
10.1016/j.colsurfa.2018.07.031,1,mesri
10.1186/s12974-019-1525-1,7,mesri
10.5194/sd-27-35-2020,3,mesri
10.1016/j.asr.2018.12.041,3,mesri
10.1051/0004-6361/202038334,5,mesri
10.1007/s10113-018-1287-9,3,mesri
10.1016/j.devcel.2018.05.001,0,mesri
10.3917/herm.079.0208,9,mesri
10.1093/annonc/mdx118,7,mesri
10.1117/12.2272901,8,mesri
10.1051/0004-6361/201730474,3,mesri
10.1007/978-3-030-49044-7_2,0,mesri
10.1093/mnras/stw661,3,mesri
10.1111/jdv.13050,7,mesri
10.1111/bmsp.12112,0,mesri
10.1038/s41598-020-64863-y,0,mesri
10.1007/978-3-030-00928-1_94,2,mesri
10.1007/s10898-018-0688-0,2,mesri
10.1016/j.icarus.2017.04.020,3,mesri
10.1093/eurpub/cky192,7,mesri
10.1093/mnras/stab388,3,mesri
10.1186/s12915-016-0282-1,0,mesri
10.1112/plms/pdw010,6,mesri
10.1016/j.icarus.2019.113423,8,mesri
10.1016/j.jedc.2018.11.002,2,mesri
10.1016/j.yjmcc.2016.04.006,7,mesri
10.1016/j.porgcoat.2019.105382,1,mesri
10.1088/1742-5468/ab3457,8,mesri
10.1016/j.cnsns.2017.07.011,8,mesri
10.1007/s00382-019-04731-2,3,mesri
10.1016/j.econmod.2017.05.004,6,mesri
10.1007/s00296-020-04784-1,7,mesri
10.1051/0004-6361/201833551,3,mesri
10.1007/s11695-016-2291-0,7,mesri
10.1007/s00220-018-3251-4,8,mesri
10.1093/mnras/stz3009,3,mesri
10.1016/j.trpro.2017.05.195,4,mesri
10.1016/j.bbagrm.2020.194642,0,mesri
10.1002/art.41186,7,mesri
10.1038/leu.2015.304,7,mesri
10.1016/j.compscitech.2016.09.004,1,mesri
10.1016/j.geomorph.2021.107665,3,mesri
10.1111/cgf.14051,2,mesri
10.1016/j.proeng.2016.07.537,4,mesri
10.1002/mame.201500418,1,mesri
10.1016/j.asr.2021.01.022,3,mesri
10.7150/thno.23002,7,mesri
10.1111/spsr.12302,9,mesri
10.1186/s40634-020-00283-1,7,mesri
10.1007/978-3-319-94631-3_9,2,mesri
10.1007/s11538-019-00593-1,0,mesri
10.3390/cells9112367,7,mesri
10.1186/s12610-016-0032-9,0,mesri
10.1016/j.geomorph.2019.01.011,3,mesri
10.1051/0004-6361/201628526,8,mesri
10.1371/journal.pone.0190284,0,mesri
10.1002/cjas.1480,0,mesri
10.1111/jdv.17432,7,mesri
10.1007/s00445-019-1346-1,3,mesri
10.1039/c8mt00272j,0,mesri
10.1016/j.epsl.2018.10.044,3,mesri
10.1145/3127479.3128608,2,mesri
10.1111/bjd.16897,7,mesri
10.1371/journal.pone.0190990,7,mesri
10.1016/j.icarus.2015.11.014,3,mesri
10.1016/j.asr.2017.12.020,3,mesri
10.1016/j.tcs.2020.09.036,2,mesri
10.1080/02643294.2018.1477749,9,mesri
10.3390/electronics10060635,4,mesri
10.1123/ijsnem.2016-0333,0,mesri
10.1136/jmedgenet-2018-105949,7,mesri
10.1016/j.ifacol.2019.11.789,7,mesri
10.1038/s41590-018-0226-8,0,mesri
10.1093/clinchem/hvaa136,7,mesri
10.1053/j.gastro.2018.11.053,7,mesri
10.1007/s10096-018-3202-1,7,mesri
10.1016/j.techfore.2020.120391,3,mesri
10.1186/s12889-019-7489-3,7,mesri
10.1007/s10766-015-0356-7,2,mesri
10.4155/fmc-2016-0018,7,mesri
10.3847/1538-3881/aaeb24,8,mesri
10.1088/1361-6587/ab4771,8,mesri
10.1126/scitranslmed.aaf1471,7,mesri
10.3917/rfap.163.0613,9,mesri
10.1136/jnnp-2020-323270,7,mesri
10.1016/j.cnsns.2016.10.009,8,mesri
10.1007/s00601-019-1504-1,8,mesri
10.1038/s41574-019-0226-2,7,mesri
10.3390/bioengineering6020042,7,mesri
10.1002/acn3.51355,7,mesri
10.1055/s-0042-105879,7,mesri
10.1002/adom.202001291,8,mesri
10.1038/s41419-020-03175-5,7,mesri
10.1051/0004-6361/201833627,8,mesri
10.1016/j.avsg.2019.11.037,7,mesri
10.1111/bjd.16699,7,mesri
10.1007/s00190-019-01296-0,3,mesri
10.1007/s11868-018-0269-5,8,mesri
10.1038/s41467-021-23145-5,8,mesri
10.1038/srep28404,3,mesri
10.1073/pnas.1522459113,0,mesri
10.1111/bjd.18017,7,mesri
10.1007/978-981-13-7318-3_2,0,mesri
10.1038/s41598-021-86579-3,0,mesri
10.1016/j.quascirev.2017.01.001,3,mesri
10.1002/arch.21329,0,mesri
10.1016/j.lithos.2018.08.021,3,mesri
10.1038/s41566-020-0663-4,8,mesri
10.5601/jelem.2018.23.4.1724,3,mesri
10.1007/978-981-10-7218-5_82,3,mesri
10.1186/s12918-016-0382-0,0,mesri
10.1007/s00109-015-1307-x,7,mesri
10.1016/j.humic.2018.01.001,0,mesri
10.3389/fonc.2017.00313,7,mesri
10.1007/978-3-030-43651-3_36,6,mesri
10.3389/fonc.2020.613089,7,mesri
10.1145/3212721.3212815,0,mesri
10.3791/61814,0,mesri
10.1007/s11695-017-2720-8,7,mesri
10.1117/12.2237579,4,mesri
10.3389/fnmol.2018.00342,7,mesri
10.1371/journal.pone.0145146,7,mesri
10.1007/s10340-016-0737-8,0,mesri
10.1371/journal.pgen.1006017,0,mesri
10.1186/s12974-020-02016-8,0,mesri
10.1021/acs.langmuir.6b02245,1,mesri
10.1145/3167132.3167255,6,mesri
10.1016/j.epsl.2018.03.048,3,mesri
10.1016/j.kint.2016.07.016,7,mesri
10.1007/978-3-319-64010-5_8,7,mesri
10.1051/0004-6361/202038686,8,mesri
10.1051/0004-6361/202037910,8,mesri
10.24187/ecostat.2017.494t.1917,9,mesri
10.1038/s41419-021-03577-z,7,mesri
10.1145/3180665.3180668,2,mesri
10.1016/j.jtbi.2020.110163,0,mesri
10.1093/molbev/msx073,0,mesri
10.18632/oncotarget.18719,7,mesri
10.1016/j.tcs.2016.05.034,6,mesri
10.3847/1538-3881/aa74e9,3,mesri
10.1007/978-3-030-56700-2_10,5,mesri
10.1016/j.chaos.2018.12.019,6,mesri
10.1007/s11356-018-1973-7,0,mesri
10.1172/jci.insight.121045,7,mesri
10.1038/mp.2016.30,7,mesri
10.1007/s10955-017-1935-3,8,mesri
10.1038/s41559-017-0372-7,0,mesri
10.1016/j.bbi.2019.03.015,7,mesri
10.1016/j.astropartphys.2019.06.003,8,mesri
10.1016/j.jviscsurg.2019.09.004,7,mesri
10.3389/fpls.2018.01269,0,mesri
10.1007/s11427-020-1857-7,0,mesri
10.1007/978-3-319-58071-5_50,2,mesri
10.1007/s10340-018-1018-5,0,mesri
10.1080/00343404.2018.1470324,9,mesri
10.1088/2053-1583/aa56de,8,mesri
10.3917/drs1.104.0071,9,mesri
10.1016/j.icarus.2016.09.008,3,mesri
10.1007/978-3-030-43651-3_30,6,mesri
10.1111/cgf.142637,2,mesri
10.1613/jair.5247,2,mesri
10.1016/j.jasrep.2020.102468,5,mesri
10.1051/epjconf/201816801015,8,mesri
10.1007/s11695-016-2381-z,7,mesri
10.1016/j.nbd.2019.01.006,7,mesri
10.1016/j.tig.2020.11.007,0,mesri
10.1002/ffj.3361,1,mesri
10.1016/j.neurol.2018.03.014,7,mesri
10.3917/lf.198.0051,5,mesri
10.1117/12.2510300,8,mesri
10.1093/mnras/stx3342,8,mesri
10.1002/pssa.201532732,8,mesri
10.3847/1538-4357/aacb32,8,mesri
10.1190/geo2019-0535.1,3,mesri
10.1002/jbmr.4122,7,mesri
10.1016/j.encep.2016.03.003,7,mesri
10.1016/j.brs.2019.06.027,7,mesri
10.1557/adv.2017.147,8,mesri
10.1016/j.cagd.2017.02.006,6,mesri
10.1016/j.csbj.2020.05.021,0,mesri
10.3390/geosciences10030108,3,mesri
10.3847/1538-4357/aabfe4,8,mesri
10.1007/978-981-287-615-7_6,3,mesri
10.1111/faf.12515,0,mesri
10.1007/s00125-020-05351-w,7,mesri
10.1002/esp.4391,3,mesri
10.1093/gji/ggv500,3,mesri
10.1371/journal.pone.0173155,7,mesri
10.3917/redp.285.0691,9,mesri
10.1007/1345_2016_253,3,mesri
10.1111/bjd.18950,7,mesri
10.3389/fnins.2018.01055,0,mesri
10.1177/0263395718766787,9,mesri
10.1007/978-3-030-60327-4_21,2,mesri
10.1016/j.neucli.2019.07.012,7,mesri
10.1016/j.npg.2020.07.006,7,mesri
10.1515/agp-2016-0009,3,mesri
10.1007/s10689-019-00151-7,7,mesri
10.1002/joc.5549,3,mesri
10.3389/fnins.2016.00256,9,mesri
10.1016/j.icarus.2018.08.008,3,mesri
10.1177/1368430215625782,0,mesri
10.1016/j.ibusrev.2018.05.006,0,mesri
10.1016/j.scico.2020.102591,2,mesri
10.1051/0004-6361/202038614,8,mesri
10.3389/fendo.2020.597648,7,mesri
10.1007/s00229-018-0999-y,6,mesri
10.1016/j.marpetgeo.2017.03.026,3,mesri
10.1088/1361-6544/ab230a,8,mesri
10.1016/j.jfluidstructs.2019.01.023,8,mesri
10.1111/eea.12378,0,mesri
10.3917/comma.131.0033,5,mesri
10.1063/1.5140406,8,mesri
10.1016/j.jhevol.2020.102911,3,mesri
10.1016/j.clnu.2016.12.008,7,mesri
10.7872/crya/v37.iss1.2016.61,0,mesri
10.1080/03605302.2018.1499778,6,mesri
10.1007/s00453-019-00657-7,2,mesri
10.1002/cplu.201700256,1,mesri
10.1016/j.biocontrol.2019.104099,0,mesri
10.1016/j.cmet.2018.09.012,0,mesri
10.1145/3319499.3335655,6,mesri
10.1016/j.camwa.2020.02.006,8,mesri
10.1016/j.neurol.2020.06.016,7,mesri
10.1124/jpet.116.232637,7,mesri
10.1051/0004-6361/202038372,3,mesri
10.1117/12.2532252,3,mesri
10.3847/1538-3881/abceb7,3,mesri
10.1007/s00167-020-06030-4,7,mesri
10.1016/j.ipm.2019.102189,2,mesri
10.1016/j.cviu.2017.11.013,2,mesri
10.1115/1.4047726,4,mesri
10.1098/rsta.2019.0476,3,mesri
10.1016/j.jcp.2018.08.023,8,mesri
10.1093/mnras/stz3546,8,mesri
10.1007/978-3-030-38669-6_1,6,mesri
10.1186/s12943-018-0891-0,7,mesri
10.1093/mnras/stz410,3,mesri
10.1371/journal.pone.0183023,7,mesri
10.1007/978-3-319-66158-2_15,2,mesri
10.15252/emmm.201809158,7,mesri
10.1016/j.ijrobp.2021.03.052,7,mesri
10.3390/cancers10040088,7,mesri
10.1016/j.geomphys.2018.08.005,6,mesri
10.1016/j.cola.2020.100998,2,mesri
10.3847/1538-4357/aa9381,3,mesri
10.1051/m2an/2017066,8,mesri
10.3847/0067-0049/225/1/8,8,mesri
10.1111/jmg.12423,3,mesri
10.1088/1742-6596/867/1/012029,8,mesri
10.1016/j.ebiom.2017.04.031,0,mesri
10.1051/cocv/2016021,6,mesri
10.1016/j.jid.2018.05.026,7,mesri
10.1017/beq.2019.11,9,mesri
10.1016/j.chaos.2016.05.010,0,mesri
10.1093/biomet/asw030,6,mesri
10.1007/978-3-030-56700-2_11,5,mesri
10.1002/cbdv.201500230,0,mesri
10.1007/978-3-319-40519-3_19,6,mesri
10.1051/0004-6361/201629369,8,mesri
10.1145/3306346.3323013,2,mesri
10.1093/mnrasl/slz167,3,mesri
10.1177/1553350619895631,7,mesri
10.1080/00076791.2017.1382473,9,mesri
10.1016/j.neuropharm.2019.107715,7,mesri
10.1053/j.gastro.2020.03.039,7,mesri
10.1002/joec.12075,0,mesri
10.1016/j.ijthermalsci.2017.10.038,8,mesri
10.1145/3411764.3445158,2,mesri
10.1007/s11695-020-04649-3,7,mesri
10.1080/10255842.2017.1382928,7,mesri
10.1016/j.forsciint.2016.09.018,7,mesri
10.1684/ejd.2016.2896,7,mesri
10.1021/acsabm.0c00788,1,mesri
10.1111/sms.12583,0,mesri
10.1021/acs.jnatprod.9b00015,0,mesri
10.1002/lt.25379,7,mesri
10.3139/217.3422,1,mesri
10.18632/oncotarget.8319,7,mesri
10.1111/nph.13933,3,mesri
10.1016/j.lrr.2019.100171,7,mesri
10.1093/mnras/stz451,3,mesri
10.1007/978-3-319-56856-0_8,6,mesri
10.1111/oik.02718,0,mesri
10.1088/1361-6528/ab98bd,8,mesri
10.1016/j.jasrep.2018.06.029,5,mesri
10.1190/segam2020-3428063.1,3,mesri
10.37236/5180,6,mesri
10.1051/0004-6361/201628544,8,mesri
10.1145/3307630.3342394,7,mesri
10.3390/rel10030176,5,mesri
10.12688/f1000research.19826.1,0,mesri
10.1007/s10584-020-02914-z,3,mesri
10.1016/j.suronc.2021.101580,7,mesri
10.1002/ajmg.a.38843,7,mesri
10.1016/j.mycmed.2017.10.004,7,mesri
10.1016/j.jmmm.2017.08.086,8,mesri
10.1145/2851613.2851842,2,mesri
10.4000/philosophiascientiae.1246,5,mesri
10.1007/s11695-018-03644-z,7,mesri
10.1016/j.cjca.2018.06.010,7,mesri
10.1093/jee/toz222,0,mesri
10.1007/978-3-319-72453-9_4,2,mesri
10.1016/j.jog.2016.03.003,3,mesri
10.1016/j.celrep.2018.03.009,7,mesri
10.1016/j.geomphys.2018.06.012,8,mesri
10.1007/s41468-021-00079-x,6,mesri
10.3389/fbioe.2021.615218,7,mesri
10.3847/1538-4357/aada01,3,mesri
10.1016/j.ifacol.2019.12.238,2,mesri
10.1016/j.jaad.2016.02.1167,7,mesri
10.3390/w12030816,3,mesri
10.3390/cells9102251,7,mesri
10.1016/j.jcrysgro.2018.07.023,8,mesri
10.1016/j.jcis.2018.07.091,1,mesri
10.1126/scisignal.aal2464,0,mesri
10.3897/neobiota.44.31650,0,mesri
10.1051/e3sconf/20161206003,3,mesri
10.3847/1538-4357/aad557,3,mesri
10.1007/978-3-319-91563-0_5,2,mesri
10.1093/gji/ggz369,3,mesri
10.1007/978-3-030-39647-3_41,8,mesri
10.1117/12.2232835,0,mesri
10.1093/mnras/stw366,3,mesri
10.1016/j.icarus.2017.01.013,3,mesri
10.1051/0004-6361/201629956,3,mesri
10.1016/j.gr.2017.05.005,3,mesri
10.4000/rei.8643,9,mesri
10.1016/j.cagd.2017.03.003,6,mesri
10.2147/jpr.s115449,7,mesri
10.18632/aging.101223,7,mesri
10.1016/j.kint.2017.11.026,7,mesri
10.1016/j.clinre.2021.101713,7,mesri
10.3917/rfsp.685.0847,9,mesri
10.1016/j.gaitpost.2016.04.011,0,mesri
10.3390/microorganisms9010072,0,mesri
10.1007/s00276-017-1954-4,7,mesri
10.1159/000504452,5,mesri
10.1080/14737175.2020.1825943,7,mesri
10.1038/nature25793,3,mesri
10.1038/s41566-020-0601-5,8,mesri
10.1001/jama.2016.5148,7,mesri
10.1186/s40478-019-0815-2,7,mesri
10.1016/j.jfluidstructs.2020.103071,0,mesri
10.1177/0706743720974847,7,mesri
10.1038/s41591-020-0890-8,7,mesri
10.1038/s41534-020-0263-7,8,mesri
10.1016/j.kint.2020.08.005,7,mesri
10.1016/j.cois.2018.11.005,0,mesri
10.1051/0004-6361/201629363,8,mesri
10.1016/j.tecto.2017.07.019,3,mesri
10.1088/1742-6596/665/1/012056,3,mesri
10.1016/j.jcrysgro.2020.125911,8,mesri
10.1016/j.avsg.2019.09.003,7,mesri
10.1007/s40520-016-0703-6,7,mesri
10.1038/s41467-019-09963-8,7,mesri
10.1016/j.dld.2019.12.145,7,mesri
10.1007/978-3-319-93764-9_5,2,mesri
10.3389/fimmu.2021.613056,7,mesri
10.1016/j.mce.2021.111172,0,mesri
10.3389/fonc.2017.00319,7,mesri
10.1063/1.4943274,8,mesri
10.1007/s10714-017-2312-x,8,mesri
10.1140/epjst/e2020-000119-3,8,mesri
10.1007/978-3-030-00461-3_28,2,mesri
10.1016/j.clnu.2016.09.004,7,mesri
10.1093/mnras/sty1986,3,mesri
10.1063/1.5022528,8,mesri
10.3166/rfg.2016.00056,9,mesri
10.1007/s10340-018-0993-x,0,mesri
10.1016/j.biosystems.2016.07.003,0,mesri
10.35470/2226-4116-2018-7-3-96-101,8,mesri
10.1063/1.5111194,8,mesri
10.1002/eap.1809,0,mesri
10.1093/fampra/cmab001,7,mesri
10.1080/17449480.2016.1254348,7,mesri
10.1073/pnas.1918034117,0,mesri
10.1021/acsanm.1c00082,3,mesri
10.1093/ndt/gfz041,7,mesri
10.1684/orthodfr.2020.11,7,mesri
10.1007/978-3-030-60548-3_20,2,mesri
10.1002/ecs2.1413,0,mesri
10.1186/s13059-016-0952-x,0,mesri
10.1051/0004-6361/201526566,3,mesri
10.1136/bmjopen-2018-026076,7,mesri
10.1016/j.asr.2017.05.016,3,mesri
10.1145/3326229.3326247,8,mesri
10.1122/1.5097658,1,mesri
10.1088/1742-6596/728/6/062007,3,mesri
10.1177/1352458520906995,7,mesri
10.1007/s42452-020-3122-4,7,mesri
10.1371/journal.ppat.1006996,0,mesri
10.1016/j.cmi.2015.10.038,7,mesri
10.1186/s13071-018-3025-z,0,mesri
10.1186/s12879-016-1776-8,7,mesri
10.1016/j.ijrobp.2019.04.018,7,mesri
10.1088/1361-6463/aa5006,8,mesri
10.1371/journal.pone.0199319,7,mesri
10.1111/jdv.16150,7,mesri
10.1051/0004-6361/201832698,3,mesri
10.3390/cosmetics5010015,7,mesri
10.1051/0004-6361/201833721,3,mesri
10.1111/bju.13523,7,mesri
10.1186/s12888-019-2283-4,7,mesri
10.1016/j.jtho.2021.01.1617,7,mesri
10.1145/3087604.3087632,6,mesri
10.1007/s40879-019-00327-6,6,mesri
10.3390/biomedicines8030047,7,mesri
10.1016/j.biochi.2018.08.007,0,mesri
10.4187/respcare.05768,7,mesri
10.1117/12.2557834,8,mesri
10.1183/13993003.01740-2017,7,mesri
10.1051/0004-6361/202038526,8,mesri
10.1016/j.agee.2017.07.015,0,mesri
10.4000/conflits.19321,9,mesri
10.1007/978-3-030-58942-4_20,2,mesri
10.1016/j.marpolbul.2018.04.073,0,mesri
10.1007/s00428-016-2004-z,7,mesri
10.1016/j.cca.2021.04.005,7,mesri
10.1063/1.4986654,8,mesri
10.3390/life9010029,0,mesri
10.1051/0004-6361/201731931,3,mesri
10.1016/j.hal.2018.04.003,0,mesri
10.1016/j.hansur.2019.05.005,7,mesri
10.1016/j.epsl.2017.06.023,3,mesri
10.1016/j.jviscsurg.2018.04.004,7,mesri
10.3917/i2d.162.0050,9,mesri
10.1051/medsci/20183401006,7,mesri
10.3917/redp.285.0935,9,mesri
10.1088/1361-6420/aa790a,8,mesri
10.1093/gji/ggab169,3,mesri
10.1007/s11053-020-09759-4,3,mesri
10.1126/science.aaf6919,3,mesri
10.1016/j.tecto.2016.03.027,3,mesri
10.4000/galliap.591,5,mesri
10.1093/nar/gkw1242,0,mesri
10.1080/14614103.2018.1538088,5,mesri
10.1016/j.eneco.2017.04.030,7,mesri
10.1051/0004-6361/201628706,8,mesri
10.5220/0006168200930103,2,mesri
10.1016/j.jbspin.2019.09.008,7,mesri
10.4000/rfp.7296,9,mesri
10.1080/00268976.2019.1650209,8,mesri
10.1007/s10485-018-9539-x,6,mesri
10.1007/978-3-030-01455-1_67,3,mesri
10.5194/gc-3-475-2020,3,mesri
10.1002/bem.22157,7,mesri
10.1007/978-3-319-56436-4_6,8,mesri
10.1007/s11695-019-04225-4,7,mesri
10.3390/cancers13071693,7,mesri
10.1093/jxb/erw230,0,mesri
10.1016/j.accpm.2017.10.009,7,mesri
10.1007/978-3-319-45856-4_9,2,mesri
10.1002/cplu.201600617,1,mesri
10.1016/j.resconrec.2016.03.020,3,mesri
10.1016/j.jhep.2018.06.008,7,mesri
10.1016/j.jvs.2019.12.026,7,mesri
10.1016/j.media.2020.101832,7,mesri
10.1111/jdv.17331,7,mesri
10.1145/2967973.2968599,0,mesri
10.1038/s41598-019-54354-0,3,mesri
10.3390/jcm10051133,7,mesri
10.1038/ncomms15980,3,mesri
10.1016/j.chest.2020.04.053,7,mesri
10.3390/s21092984,2,mesri
10.1080/23311908.2019.1662632,7,mesri
10.1007/978-3-030-39647-3_47,6,mesri
10.1038/s41467-019-09514-1,0,mesri
10.1007/s10817-017-9444-2,2,mesri
10.3390/md17020093,0,mesri
10.3997/2214-4609.201901562,3,mesri
10.21037/tlcr.2018.08.06,7,mesri
10.1038/s41378-019-0101-2,4,mesri
10.1111/bjd.18554,7,mesri
10.1080/09658211.2017.1282519,0,mesri
10.1007/s40263-018-0564-y,7,mesri
10.1371/journal.pone.0186262,7,mesri
10.1016/j.quascirev.2018.08.029,3,mesri
10.33594/000000341,7,mesri
10.1112/plms.12336,6,mesri
10.1016/j.canrad.2020.03.010,7,mesri
10.4000/medievales.7726,5,mesri
10.1016/j.bandc.2017.02.001,7,mesri
10.1140/epjc/s10052-019-6940-z,8,mesri
10.3847/1538-4357/aa9e8b,8,mesri
10.1088/1475-7516/2021/03/092,3,mesri
10.1051/0004-6361/201834076,3,mesri
10.1093/mnras/staa3709,8,mesri
10.1051/0004-6361/202040237,5,mesri
10.1016/j.npg.2020.08.003,7,mesri
