sourceuca_source_id,sourceuca_doi,sourceuca_year,sourceuca_corresponding,sourceuca_all_authors,sourceuca_corresponding_normalized,sourceuca_title,sourceuca_journal_name,sourceuca_journal_issn_l,sourceuca_journal_is_oa,sourceuca_journal_is_in_doaj,sourceuca_is_oa_normalized,sourceuca_oa_status_normalized,sourceuca_oa_host_type_normalized,sourceuca_oa_repo_normalized,sourceuca_publisher_by_doiprefix,sourceuca_bso_classification_fr,sourceuca_funder
SCOPUS_ID:85087891997,10.1103/PhysRevMaterials.4.054601,2020,,Rotella H.|Vennéguès P.|John P.|Zuniga-Perez J.|Leroux M.|Deparis C.,non,Crystalline magnesium nitride ( Mg3N2 ): From epitaxial growth to fundamental physical properties,Physical Review Materials,2475-9953,False,False,Accès ouvert,Green,Archive ouverte,Hal,American Physical Society (APS),Sciences physiques et astronomie,Agence Nationale de la Recherche
SCOPUS_ID:85087692087,10.1016/S0222-9617(20)30129-X,2020,,Thümmler S.|Fernandez A.|Menard M.L.|Askenazy F.|David A.|Dumas L.|Krieger V.,non,Troubles de la communication sociale chez les enfants de moins de 2 ans,Neuropsychiatrie de l'Enfance et de l'Adolescence,0222-9617,False,False,Accès fermé,Closed,Accès fermé,Autres,Elsevier BV,Recherche médicale,
SCOPUS_ID:85087546541,10.1103/PhysRevE.101.062704,2020,,Residori S.,non,Umbilical defect dynamics in an inhomogeneous nematic liquid crystal layer,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,Hal,American Physical Society (APS),Sciences physiques et astronomie,Fondo Nacional de Desarrollo Científico y Tecnológico
SCOPUS_ID:85087689230,10.3389/fmats.2020.00161,2020,,Lu Z.,non,Influence of Vanadium on Optical and Mechanical Properties of Aluminosilicate Glasses,Frontiers in Materials,2296-8016,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,Frontiers Media SA,Sciences physiques et astronomie,Deutsche Forschungsgemeinschaft
SCOPUS_ID:85087904020,10.1103/PhysRevFluids.5.054608,2020,,Krstulovic G.|Giuriato U.,non,Active and finite-size particles in decaying quantum turbulence at low temperature,Physical Review Fluids,2469-990X,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"Agence Nationale de la Recherche,Grand Équipement National De Calcul Intensif"
SCOPUS_ID:85087620467,10.3390/POLYM12061280,2020,Sbirrazzuoli N.|Institut de Chimie de Nice,Sbirrazzuoli N.,oui,Interpretation and Physical Meaning of Kinetic Parameters Obtained from Isoconversional Kinetic Analysis of Polymers,Polymers,2073-4360,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,,Inconnu,
SCOPUS_ID:85087425797,10.1109/TSP.2020.2985591,2020,,Farias R.C.|De Oliveira P.M.R.|Zarzoso V.,non,Alternating Group Lasso for Block-Term Tensor Decomposition and Application to ECG Source Separation,IEEE Transactions on Signal Processing,1053-587X,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,"FP7 Ideas: European Research Council,Universite Cote dAzur"
SCOPUS_ID:85088049583,10.1093/MNRAS/STZ3319,2020,,Peirani S.,non,The impact of the connectivity of the cosmic web on the physical properties of galaxies at its nodes,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,"Science and Technology Facilities Council,Durham University,National Aeronautics and Space Administration,Max Planck Society"
SCOPUS_ID:85087727559,10.1016/S0222-9617(20)30130-6,2020,,Thümmler S.|Fernandez A.|Menard M.L.|Askenazy F.|David A.|Dumas L.|Krieger V.,non,Autisme et troubles du sommeil : intérêts de la mélatonine,Neuropsychiatrie de l'Enfance et de l'Adolescence,0222-9617,False,False,Accès fermé,Closed,Accès fermé,Autres,Elsevier BV,Recherche médicale,
SCOPUS_ID:85087887795,10.1103/PhysRevResearch.2.023149,2020,,Krstulovic G.|Giuriato U.|Nazarenko S.,non,How trapped particles interact with and sample superfluid vortex excitations,Physical Review Research,2643-1564,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"Agence Nationale de la Recherche,Grand Équipement National De Calcul Intensif,Université Côte d’Azur,Horizon 2020,Simons Foundation"
SCOPUS_ID:85088563007,10.1029/2020GL087539,2020,,Hutchison A.A.|Manighetti I.,non,Improving Early Estimates of Large Earthquake's Final Fault Lengths and Magnitudes Leveraging Source Fault Structural Maturity Information,Geophysical Research Letters,0094-8276,False,False,Accès ouvert,Green,Archive ouverte,Hal,American Geophysical Union (AGU),"Sciences de la Terre, écologie, énergie et biologie appliquée",Agence Nationale de la Recherche
SCOPUS_ID:85088553843,10.1029/2020JB019384,2020,,Licciardi A.,non,A Bayesian Approach for Thermal History Reconstruction in Basin Modeling,Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Green,Archive ouverte,Hal,American Geophysical Union (AGU),"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85088643149,10.1103/PhysRevA.102.012603,2020,,D'Auria V.|Gouzien É.|Brunel F.|Tanzilli S.,non,Scheme for the generation of hybrid entanglement between time-bin and wavelike encodings,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",American Physical Society (APS),Sciences physiques et astronomie,"Agence Nationale de la Recherche,Federación Española de Enfermedades Raras"
SCOPUS_ID:85088588569,10.1109/TNS.2020.2982280,2020,,Mady F.|Guttilla A.|Benabdesselam M.,non,Combined Temperature and Radiation Effects on Radiation-Sensitive Single-Mode Optical Fibers,IEEE Transactions on Nuclear Science,0018-9499,False,False,Accès fermé,Closed,Accès fermé,Autres,Institute of Electrical and Electronics Engineers (IEEE),Sciences physiques et astronomie,
SCOPUS_ID:85088485574,10.1103/PhysRevD.100.022003,2019,,Korsakova N.,non,Gravitational-wave parameter estimation with gaps in LISA: A Bayesian data augmentation method,Physical Review D,2470-0010,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,Goddard Space Flight Center
SCOPUS_ID:85088375945,10.3390/SYM12060974,2020,Kastberg A.|Institut de Physique de Nice,Kastberg A.,oui,Analysis of an Optical Lattice Methodology for Detection of Atomic Parity Nonconservation,Symmetry,2073-8994,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,,Inconnu,Japan Society for the Promotion of Science
SCOPUS_ID:85088860739,10.1109/TNS.2020.2971152,2020,,El Hamzaoui H.|Mady F.|Guttilla A.|Benabdesselam M.|Blanc W.,non,Investigation of Thermoluminescence Properties of Potential Fibered-OSL Dosimeter Materials,IEEE Transactions on Nuclear Science,0018-9499,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Ingénierie,
SCOPUS_ID:85088400220,10.1137/18M1210332,2020,,Pronzato L.,non,"Bayesian Quadrature, Energy Minimization, and Space-Filling Design",SIAM/ASA Journal on Uncertainty Quantification,2166-2525,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",Society for Industrial & Applied Mathematics (SIAM),Mathématiques,"Agence Nationale de la Recherche,Engineering and Physical Sciences Research Council"
SCOPUS_ID:85088086676,10.1103/PhysRevLett.125.028102,2020,,Raufaste C.,non,Stress-Induced Dinoflagellate Bioluminescence at the Single Cell Level,Physical Review Letters,0031-9007,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"Gordon and Betty Moore Foundation,Agence Nationale de la Recherche,Schlumberger Chair Fund"
SCOPUS_ID:85088848133,10.1084/JEM.20200318,2020,,Yvan-Charvet L.,non,Liver X receptors are required for thymic resilience and T cell output,Journal of Experimental Medicine,0022-1007,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,Autres,Rockefeller University Press,Recherche médicale,"National Institutes of Health,American Heart Association,Patricia and Scott Eston MGH Research Scholar,American Heart Association,Boehringer Ingelheim Fonds"
SCOPUS_ID:85088647497,10.1103/PhysRevA.102.013311,2020,,Olivetti A.|Viot P.|Wilkowski D.,non,Anisotropic long-range interaction investigated with cold atoms,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:85088437577,10.1175/BAMS-D-18-0224.1,2020,,Gilson|Furla P.|Forcioli D.,non,Tara Pacific Expedition’s Atmospheric Measurements of Marine Aerosols across the Atlantic and Pacific Oceans: Overview and Preliminary Results,Bulletin of the American Meteorological Society,0003-0007,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",American Meteorological Society,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85088665599,10.1103/PhysRevD.102.021501,2020,,Minazzoli O.|Deram P.|Di Ruscio A.|Bernus L.|Fienga A.,non,Constraint on the Yukawa suppression of the Newtonian potential from the planetary ephemeris INPOP19a,Physical Review D,2470-0010,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:85088558661,10.1029/2019JB019179,2020,,Cappa F.|De Barros L.|Ampuero J.P.|Wynants-Morel N.,non,Stress Perturbation From Aseismic Slip Drives the Seismic Front During Fluid Injection in a Permeable Fault,Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Green,Archive ouverte,Hal,American Geophysical Union (AGU),"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85088492297,10.1142/S0219720020020023,2020,,De Maria E.,non,Introduction to the JBCB special issue on CSBio 2019,Journal of Bioinformatics and Computational Biology,0219-7200,False,False,Accès fermé,Closed,Accès fermé,Autres,World Scientific Pub Co Pte Ltd,Biologie fondamentale,
SCOPUS_ID:85088791148,10.1137/19M1280624,2020,,Junca S.,non,Analysis of a Sugimoto Model of Nonlinear Acoustics in an Array of Helmholtz Resonators,SIAM Journal on Applied Mathematics,0036-1399,False,False,Accès ouvert,Green,Archive ouverte,Hal,Society for Industrial & Applied Mathematics (SIAM),Mathématiques,Centre National de la Recherche Scientifique
SCOPUS_ID:85088877384,10.1108/JAAR-06-2019-0102,2020,,Teller P.|Luu P.|Dufour D.,non,Accruals quality and leverage adjustments,Journal of Applied Accounting Research,0967-5426,False,False,Accès fermé,Closed,Accès fermé,Autres,Emerald,Informatique et sciences de l'information,
SCOPUS_ID:85088800930,10.1080/1750984X.2018.1483527,2020,,Brisswalter J.,non,Executive functioning during prolonged exercise: a fatigue-based neurocognitive perspective,International Review of Sport and Exercise Psychology,1750-984X,False,False,Accès fermé,Closed,Accès fermé,Autres,,Inconnu,
SCOPUS_ID:85088596973,10.1029/2019JB018567,2020,,van den Ende M.P.A.,non,Microphysical Model Predictions of Fault Restrengthening Under Room‐Humidity and Hydrothermal Conditions: From Logarithmic to Power‐Law Healing,Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,Autres",American Geophysical Union (AGU),"Sciences de la Terre, écologie, énergie et biologie appliquée","Agence Nationale de la Recherche,European Research Council"
SCOPUS_ID:85088367515,10.1063/5.0011479,2020,,Martin A.,non,Fast self-testing quantum random number generator based on homodyne detection,Applied Physics Letters,0003-6951,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",AIP Publishing,Sciences physiques et astronomie,"Swiss National Science Foundation,EU quantum flagship QRANGE,Horizon 2020 Framework Programme"
SCOPUS_ID:85089037005,10.1088/1755-1315/505/1/012048,2020,,Quy An Nguyen P.|Gourbesville P.|Audra P.,non,"Impact of Pluvial First Flush – Application to Danang City, Vietnam",IOP Conference Series: Earth and Environmental Science,1755-1315,True,False,Accès ouvert,Gold,Editeur,Autres,IOP Publishing,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85089612646,10.1161/CIRCRESAHA.119.316398,2020,,Bertero T.|Torrino S.,non,Long Range Endocrine Delivery of Circulating miR-210 to Endothelium Promotes Pulmonary Hypertension,Circulation Research,0009-7330,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,"HHS | National Institutes of Health,HHS | National Institutes of Health,HHS | National Institutes of Health,HHS | National Institutes of Health,American Heart Association,American Heart Association,French National Research Agency"
SCOPUS_ID:85089347625,10.1103/PhysRevE.102.010201,2020,,Del Hougne P.|Legrand O.|Kuhl U.,non,Implementing nonuniversal features with a random matrix theory approach: Application to space-to-configuration multiplexing,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,Agence Nationale de la Recherche
SCOPUS_ID:85088928932,10.2174/1381612826666200721002354,2020,,Moussian B.,non,"Drosophila, Chitin and Insect Pest Management",Current Pharmaceutical Design,1381-6128,False,False,Accès fermé,Closed,Accès fermé,Autres,Bentham Science Publishers Ltd.,Biologie fondamentale,
SCOPUS_ID:85089027832,10.1029/2020JE006403,2020,,Guillot T.,non,Storms and the Depletion of Ammonia in Jupiter: I. Microphysics of “Mushballs”,Journal of Geophysical Research: Planets,2169-9097,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",American Geophysical Union (AGU),"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85089036150,10.1088/1755-1315/505/1/012047,2020,,Quy An Nguyen P.|Gourbesville P.|Audra P.,non,"Methodology for Wastewater Discharge Modeling – Application to Danang Bay, Vietnam",IOP Conference Series: Earth and Environmental Science,1755-1315,True,False,Accès ouvert,Gold,Editeur,Autres,IOP Publishing,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85089543996,10.1093/MNRASL/SLAA039,2020,,Lamberts A.|Lamberts A.,non,Finding binary black holes in the Milky Way with <i>LISA</i>,Monthly Notices of the Royal Astronomical Society: Letters,1745-3933,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,arXiv,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,"National Science Foundation,ERC,Centre National d'Etudes Spatiales"
SCOPUS_ID:85088906856,10.1364/OL.395371,2020,,Damilano B.|Boucaud P.|Alloing B.|Frayssinet E.|Duboz J.Y.|Semond F.|Chenot S.,non,Monolithic integration of ultraviolet microdisk lasers into photonic circuits in a III-nitride-on-silicon platform,Optics Letters,0146-9592,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",The Optical Society,Ingénierie,Agence Nationale de la Recherche
SCOPUS_ID:85089547591,10.1103/PhysRevE.102.012601,2020,,Peruani F.,non,Learning to flock through reinforcement,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",American Physical Society (APS),Sciences physiques et astronomie,Agence Nationale de la Recherche
SCOPUS_ID:85089133134,10.1364/OE.399841,2020,,D'Auria V.|Doutre F.|Lunghi T.|Gouzien E.|Micheli M.P.D.|Mondain F.|Brunel F.|Hua X.|Tanzilli S.,non,Photorefractive effect in LiNbO3-based integrated-optical circuits for continuous variable experiments,Optics Express,1094-4087,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,arXiv,Autres",The Optical Society,Ingénierie,"European Regional Development Fund,Agence Nationale de la Recherche"
SCOPUS_ID:85089070521,10.1144/M51-2018-5,2020,,Pelletier B.,non,Chapter 2 Geodynamics of the SW Pacific: a brief review and relations with New Caledonian geology,"Geological Society, London, Memoirs",0435-4052,False,False,Accès ouvert,Green,Archive ouverte,Autres,Geological Society of London,"Sciences de la Terre, écologie, énergie et biologie appliquée","Gouvernement de la Nouvelle-Calédonie,Australian Research Council,Australian Research Council,Gouvernement de la Nouvelle-Calédonie,Australian Research Council,Australian Research Council"
SCOPUS_ID:85089497475,10.5381/JOT.2020.19.2.A7,2020,,Benni B.|Paillart M.,non,Characterizing Black-box Composition Operators via Generated Tailored Benchmarks.,The Journal of Object Technology,1660-1769,True,False,Accès ouvert,Gold,Editeur,Autres,AITO - Association Internationale pour les Technologies Objets,Informatique et sciences de l'information,
